ID,ID wymagania,Tytuł,Warunki wstępne,Kroki,Oczekiwany rezultat
1.,No 111,Wpisz prawidłowy adres posiadający znak '@' oraz '.' w odpowiedniej kolejności.,"Zaloguj się do aplikacji z konta użytkownika, który ma możliwość tworzenia nowych użytkowników. Otwórz formularz tworzenia użytkownika: Użytkownicy->Wszyscy użytkownicy-> Dodaj nowego","Wpisz unikalną nazwę użytkownika. Wypełnij pole e-mail prawidłowym adresem posiadającym znak '@' oraz '.' w odpowiedniej kolejności (litery lub liczby) Kliknij przycisk ""Utwórz użytkownika""","Utworzenie użytkownika - nowy użytkownik widoczny w liście ""Wszyscy użytkownicy"""
